Title,Number of review,Catagory,Reveiw Comment,Popular food,Online Order
sweetgreen,7,"American, Steakhouse",“Mexican Taco for a quick stop”,No,No
Melody Cafe,2,"American, Steakhouse",“I had the sliders and a green salad with a tasty lemony vinaigrette.”,No,No
Toloache 82,1 review,"American, Steakhouse",“Great food with reasonable prices”,No,No
Planet Taco,4,"American, Steakhouse",“Real Deal Chinese in NYC”,No,No
The Elgin,55,"American, Steakhouse",“LOVE THIS PLACE”,No,No
Kennedy Fried Chicken & Pizza,2,"American, Steakhouse",“Highlights were the tuna tartare appetizer and the salmon entree.”,No,No
Gregorys Coffee,1 review,"American, Steakhouse",No,No,No
Night Music,1 review,"American, Steakhouse",No,No,No
Deluxe Food Market Inc.,3,"American, Steakhouse",No,No,No
2Dutcheese,1 review,"American, Steakhouse",No,No,No
Tim Ho Wan,35,"American, Steakhouse",No,No,No
ROLLN,1 review,"American, Steakhouse",No,No,No
Xi'an Famous Foods,1 review,"American, Steakhouse",No,No,No
Sushi on Jones,1 review,"American, Steakhouse",No,No,No
Juice Brothers Pine Street,1 review,"American, Steakhouse",No,No,No
Tramonti Fifth Ave,1 review,"American, Steakhouse",No,No,No
David Burke Tavern,114,"American, Steakhouse",No,No,No
IZAKAYA E.A.K. Hell's Kitchen,20,"Japanese, Asian",“We also had pork and ginger gyoza.”,gyoza,Yes
Zambetti's,1 review,American,“HOMOPHOBIC”,bagels,Yes
Fields Good Chicken,1 review,"Wine Bar, Mediterranean",“Amazing!!!”,ribeye,Yes
74th Street Cafe,1 review,"American, Cafe",“Delicious”,ribeye,Yes
NY 99 Cents Pizza,4,"French, Cafe",“Italian food at its best”,Steak,Yes
New York,1 review,"Bar, American",“One of the best bagels in the city!”,Dumplings,Yes
Balzem,100,Fast Food,“Paris Baguette”,No,Yes
Laduree,2,Asian,“The bartender/server suggested the ribeye as well as the special mashed potat...”,No,Yes
Frangos Peri Peri,1 review,American,“Bland food”,No,Yes
Taco Bell,1 review,"Seafood, Soups",“Interesting”,No,Yes
Avenue Of Six,1 review,Italian,“Great Chicken Parm”,No,Yes
Pizza Shack,2,Chinese,"“I had a ribeye steak which was excellent quality meat, beautifully cooked and...”",No,Yes
Rico Bagel,3,"American, Steakhouse",“Perfect neighborhood spot”,No,Yes
Paris Baguette,2,Indian,“Creative and huge salads”,No,Yes
Cafe Nana,1 review,"Asian, Chinese",“Decent meal a little over prices”,No,Yes
Juice Press,1 review,"Asian, Chinese","“Superb Steak, really delicious”",No,Yes
Kodawari Coffee,1 review,"Asian, Chinese",“fun bar”,No,Yes
Flavors of Italy Bistro,1 review,"Asian, Chinese",“Consistently Excellent”,No,Yes
Ben & Jack's Steakhouse,87,"Asian, Chinese",“I savored Crystal Shrimp Dumplings with delicate translucent skin that melted...”,No,Yes
CHOPPED & TOPPED SALADS,1 review,"Asian, Chinese",No,No,Yes
The Great Wall,3,"Asian, Chinese",No,No,No
Chong Qing Xiao Mian Noodle House,8,"Asian, Chinese",No,No,No
Van Leeuwen,1 review,"Asian, Chinese",No,No,No
Papa John's,5,"Asian, Chinese",No,No,No
Benjamin Steakhouse,"2,490","Asian, Chinese",No,No,No
1020 Bar,6,"Asian, Chinese",No,No,No
Sweetgreen,2,"Asian, Chinese",No,No,No
Matto Espresso,1 review,"Asian, Chinese",No,No,No
The China Star,2,"Asian, Chinese",No,No,No
Rivington Pizza,1 review,"Asian, Chinese",No,No,No
Royal 35 Steakhouse,591,"Asian, Chinese",No,No,No
Lenos Bar,2,"Asian, Chinese",No,No,No
Chennai Garden,1 review,"Asian, Chinese",No,No,No
Il Mattone,1 review,"Asian, Chinese",No,No,No
Sauce Pizzeria,1 review,"Asian, Chinese",No,No,No
Omakase by Maaser,2,"Asian, Chinese",No,No,No
Little Alley,44,"Asian, Chinese",No,No,No
All Stars Sports Bar & Grill,21,"Bar, Pub","“The fries were terrific also, hot crisp...”",fries,Yes
Broadway Bar,1 review,"American, Bar",“Great surprise”,Pizza,Yes
Hex & Company,1 review,American,“Quite possibly the best Pizza I ever ate!”,carbonara,Yes
Cafe Metro,1 review,"American, Pizza","“Jack of all trades, master of No”",ribeye,Yes
L A Gourmet Deli,3,Israeli,“traditional East Village beloved bar”,pizza,Yes
Unique Restaurant,1 review,"Japanese, International",“Loud and packed with people”,salad,Yes
The Marshal,323,"Japanese, Sushi",“Great Sushi at reasonable prices”,No,Yes
Holy Schnitzel,2,"Italian, Romana","“We had a wonderful dinner at Lupa, spaghetti carbonara and the garganelli bol...”",No,Yes
Hall,1 review,Cafe,“Lattelicious!”,No,Yes
Blue & Gold Tavern,4,Cafe,“A Place for Lunch”,No,Yes
Kafeteria Eatery and Sports Bar,2,Chinese,“Underrated but well worth the visit”,No,Yes
Ai's Sushi,3,"Seafood, Soups","“I had a ribeye steak which was excellent quality meat, beautifully cooked and...”",No,Yes
Lupa Osteria Romana,983,"South American, Central American","“Relaxing stop off, great view”",No,Yes
Dunkin',1 review,Chinese,“Really Good Chain Restaurant for Light...”,No,Yes
Birch Coffee,2,"Italian, Pizza",“Hooka Bar”,No,Yes
The Grill,1 review,"Caribbean, Jamaican",“Great food”,No,Yes
Pret A Manger,6,Japanese,“Delicious thin crust pizza”,No,Yes
Dun Huang,7,"American, Cafe",“Delicious Stew Chicken”,No,Yes
Benjamin Steakhouse,"2,490","Wine Bar, Mediterranean",“Amazing!!!”,No,Yes
Lafayette Grand Cafe & Bakery,1 review,"Italian, Pizza",“Very Good!”,No,Yes
Harbor Bar,8,"Italian, Pizza",“Food was quite good and the cheese and meats were an ideal meal with salad.”,No,No
Devon and Blakely,2,"Italian, Pizza",No,No,No
Cozy Cafe,3,"Italian, Pizza",No,No,No
Lotus Express,7,"Italian, Pizza",No,No,No
Motorino,48,"Italian, Pizza",No,No,No
Cafe Roma Pizzeria,1 review,"Italian, Pizza",No,No,No
Caribbean Starr,7,"Italian, Pizza",No,No,No
Tropilyz,1 review,"Italian, Pizza",No,No,No
Sawada Coffee,1 review,"Italian, Pizza",No,No,No
Cafe Bee Inc,1 review,"Italian, Pizza",No,No,No
Balzem,100,"Italian, Pizza",No,No,No
Sixth Ave Garden Gourmet Deli,1 review,"Italian, Pizza",No,No,No
Cappone's Salumeria,1 review,"Italian, Pizza",No,No,No
sweetgreen,1 review,"Italian, Pizza",No,No,No
Dziupla,2,"Italian, Pizza",No,No,No
Amsterdam Sushi,1 review,"Italian, Pizza",No,No,No
Salumeria Rosi,400,"Italian, Pizza",No,No,No
Vestry,24,American,“The tuna toast !”,tuna,Yes
Mama's Bar,4,American,"“Decent spot, friendly & cool bartender.”",paella,Yes
Koku New York City,1 review,"Pizza, Italian",“O.K.”,Pizza,Yes
Cassiano's Pizza,17,"Mediterranean, European",“Dunkin Donuts on west 55th street”,No,Yes
Svk Sous Vide Kitchen,1 review,Healthy,“Best paella outside of Spain!”,No,Yes
Dunkin Donuts,2,"South American, Ecuadorean",“Great!”,No,Yes
Socarrat Paella Bar - Midtown East,191,"Bar, Pub",“Nice lunch!”,No,Yes
sweetgreen,8,"Chinese, Seafood",“TACOS!”,No,Yes
El Rincon Del Sabor,7,Thai,“Great spot in Chinatown!”,No,Yes
Dunkin',1 review,"Bar, Pub",“Great Lunch/Brunch Deal”,No,Yes
Bluestone Lane Madison Avenue Coffee Shop,1 review,"Pizza, Italian",“Cool place to spend time”,No,Yes
The Garret East,6,Mexican,"“Good, not typical NY slice”",No,Yes
Sichuan Hot Pot Cuisine,87,Japanese,“Sooooo Good”,No,Yes
Juice Press,1 review,"Chinese, Steakhouse",“Worth the price”,No,Yes
American Grill,1 review,Healthy,“They Do Have Good Chocolates”,No,Yes
Mango Crepes and More,1 review,Fast Food,“Really good when you need a greasy meal”,No,Yes
SUROSS Thai Bistro,2,"Asian, Vietnamese",““Best Kept Secret in Dumbo””,No,Yes
RPM Bar,7,"Italian, Japanese",“Busy place.”,No,Yes
Stone Bridge Pizza & Salad,41,"American, Pub",“must visit but not something special”,No,Yes
Tribeca Taco Truck,3,"American, Pizza",“Best Food & Service”,No,Yes
Dunkin',1 review,"American, Pizza",“Quite possibly the best Pizza I ever ate!”,No,No
The Rochard,1 review,"American, Pizza",No,No,No
Shabushabu Mayumon,1 review,"American, Pizza",No,No,No
L.a. SweetsNY,1 review,"American, Pizza",No,No,No
Brooklyn Chop House - Times Square,3,"American, Pizza",No,No,No
Godiva Chocolatier,2,"American, Pizza",No,No,No
Lincoln Fried Chicken,2,"American, Pizza",No,No,No
Famous Calabria Pizza,1 review,"American, Pizza",No,No,No
sweetgreen,1 review,"American, Pizza",No,No,No
Pret A Manger,1 review,"American, Pizza",No,No,No
Em Vietnamese Bistro,5,"American, Pizza",No,No,No
Stella's Coffee Shop,1 review,"American, Pizza",No,No,No
Shochu and Tapas Aya,4,"American, Pizza",No,No,No
Hudson & Charles Dinette,1 review,"American, Pizza",No,No,No
Dunkin',2,"American, Pizza",No,No,No
Golden Krust,3,"American, Pizza",No,No,No
The Marshal,323,"American, Pizza",No,No,No
All Stars Sports Bar & Grill,21,"Bar, Pub","“The fries were terrific also, hot crisp...”",fries,Yes
Nathan’s Famous,12,American,“Disappointing visit”,salad,Yes
Charleys Cheesesteaks,3,Seafood,“It ain't Philly”,Sushi,Yes
Caridad,2,"Asian, Street Food",“Never disappoints”,dumplings,Yes
Seamore's Up Top,1 review,"Italian, Pizza",“Food was quite good and the cheese and meats were an ideal meal with salad.”,sashimi,Yes
Gai Chicken & Rice,1 review,"American, Asian",“Open 24 Hours with everything you need”,lobster bisque,Yes
Salumeria Rosi,400,Chinese,“Owner's a crook”,No,Yes
Stop One Gourmet Deli,2,"Italian, Pizza",“Leave it to Sushi Chef!”,No,Yes
Tbaar,1 review,"Japanese, Seafood",“Amazing sushi”,No,Yes
Meet Noodles,1 review,"Japanese, Seafood","“Good value, improvements needed.”",No,Yes
Pizza Paradise,4,Italian,“More Miss Than Hit...”,No,Yes
Space Market,1 review,"Italian, American",“Riquisimo”,No,Yes
Momoya Soho,9,American,“Nice restaurant”,No,Yes
Alin Sushi,2,"Chinese, Asian",“Super dumplings!”,No,Yes
Tartina Restaurant,10,Chinese,"“Small Shop, Some Good Stuff”",No,Yes
The Cloister Cafe,31,"Bar, Asian",“Authentic and true Hunan food”,No,Yes
Subway,2,"Japanese, Sushi",“Awesome food and great service.”,No,No
The Daisy,6,Mexican,“Good for lunch..”,No,No
Tim Ho Wan East Village,207,Cafe,"“... notch, including the O-toro sashimi.”",No,No
Simply Natural NYC,3,American,“Not at all bad for a fast food chain”,No,No
Hunan Bistro,5,"Steakhouse, Bar",“Nada fuera de lo común”,No,No
A Taste of Seafood,1 review,American,“brunch”,No,No
WA Bar & Kitchen,4,"Pizza, Italian",“The lobster bisque was velvety and luscious.”,No,No
Subway,3,"American, Bar",“Amazing chicken items”,No,No
Hatsuhana Sushi Restaurant,425,"American, Bar",“Very nice place”,No,No
Bread & Butter,1 review,"American, Bar",“Absolutely amazing”,No,No
Taco Bell,4,"American, Bar",No,No,No
Go Cups,1 review,"American, Bar",No,No,No
Dough,2,"American, Bar",No,No,No
J.J.Kinahan’s,4,"American, Bar",No,No,No
Sea Fire Grill,"1,137","American, Bar",No,No,No
New Dragon,1 review,"American, Bar",No,No,No
Nordstrom Coffee Bar,1 review,"American, Bar",No,No,No
Dallas Chicken & Biscuits,2,"American, Bar",No,No,No
Blue Ribbon Kanpai Garden,1 review,"American, Bar",No,No,No
2 Bros Pizza,2,"American, Bar",No,No,No
Broken Shaker at Freehand New York,14,"American, Bar",No,No,No
Socarrat Paella Bar - Chelsea,225,"Seafood, Mediterranean",“We took the combined poultry and seafood paella and started with some appetiz...”,seafood paella,Yes
7-Eleven,4,"Cafe, Contemporary",“Place for Snacks”,ribeye,Yes
Chipotle Mexican Grill,1 review,Seafood,“Great place”,gyoza,Yes
Future You Cafe,1 review,"Wine Bar, Mediterranean",“A good stop in to grab and go”,paella,Yes
Ricardo Ocean Grill,4,"Japanese, Sushi",“Amazing!!!”,No,Yes
Ray's Super Deli,2,"Chinese, Asian",“All You Can Eat Japanese”,No,Yes
Balzem,100,Sushi,“Great non-traditional sushi”,No,Yes
Sushi Para 88,34,Healthy,“Great coffee awful facilities”,No,Yes
Ginger House,1 review,Cafe,“The bartender/server suggested the ribeye as well as the special mashed potat...”,No,Yes
MamaSushi,8,"Bar, American",“It's a McDonalds”,No,Yes
Juice Generation,1 review,Fast Food,“amazing food”,No,Yes
East One Coffee Roasters,2,"American, Caribbean",“Love this place”,No,Yes
Ben & Jack's Steakhouse,87,"Italian, American",“Southern classics”,No,Yes
McDonald's,14,Seafood,“Good Little Supermarket”,No,Yes
Rice The Great,2,"Japanese, Asian",“We also had pork and ginger gyoza.”,No,Yes
sweetgreen,1 review,African,“Magnifique”,No,Yes
Jayleen's Special Mediterranean Cuisine,1 review,"Chinese, Asian",“Bom”,No,Yes
Parisian Deli,2,"Chinese, Asian",“General Tso is disappointing”,No,Yes
Miss Mamie's Spoonbread Too,102,"American, Fast Food",“LOVE THIS PLACE”,No,Yes
Mamma's Rita Kitchen,1 review,"Japanese, Steakhouse",“everything I eat their”,No,Yes
7-Eleven,2,"Mediterranean, European",“DO NOT GO TO THIS CHIRPING CHICKEN!!!”,No,Yes
Matto Espresso,1 review,"Mediterranean, European",“Trying new place...”,No,No
Pressed Juicery,1 review,"Mediterranean, European",“Best paella outside of Spain!”,No,No
Zadies,1 review,"Mediterranean, European",No,No,No
IZAKAYA E.A.K. Hell's Kitchen,20,"Mediterranean, European",No,No,No
Pressed Juicery,1 review,"Mediterranean, European",No,No,No
Ivoire Restaurant,2,"Mediterranean, European",No,No,No
Bluestone Lane Midtown East Coffee Shop,1 review,"Mediterranean, European",No,No,No
Wendy's,3,"Mediterranean, European",No,No,No
Six Happiness Chinese Restaurant,21,"Mediterranean, European",No,No,No
Tim Ho Wan,35,"Mediterranean, European",No,No,No
Chirp Chirp Chicken,1 review,"Mediterranean, European",No,No,No
Ready To Eat,4,"Mediterranean, European",No,No,No
Chirping Chicken,4,"Mediterranean, European",No,No,No
Zoe Restaurant & Lounge,1 review,"Mediterranean, European",No,No,No
Ikinari Steak Chelsea 8th Ave,2,"Mediterranean, European",No,No,No
Socarrat Paella Bar - Midtown East,191,"Mediterranean, European",No,No,No
Little Alley,44,"Asian, Chinese",“I savored Crystal Shrimp Dumplings with delicate translucent skin that melted...”,Dumplings,Yes
Au Jus Upper West Side,3,Fast Food,“Don’t bother with this mini-chain. EVER!”,salad,Yes
Milenio Bakery,3,"Italian, Pizza",“Great Little Bakery for Italian and...”,vegetarian,Yes
Muscle Maker Grill,2,American,“Lean & Mean Cheeseburger Salad”,Pizza,Yes
Subway,4,Mexican,“Stopped for Sandwiches”,lobster bisque,Yes
Key Food Fresh,3,Healthy,“You find a lot of things”,No,Yes
Salumeria Rosi,400,"Mediterranean, Turkish",“Food was quite good and the cheese and meats were an ideal meal with salad.”,No,Yes
Juice Healthy Food and Drink,2,"American, Irish",“Good healthy foods/drinks”,No,Yes
Chipotle Mexican Grill,2,Japanese,“Better in NY”,No,Yes
Aaron's Chinese & Thai,1 review,"Bar, Pub",“Very Authentic & Delicious”,No,Yes
Break Juicery,1 review,"Middle Eastern, Israeli",“Dinner”,No,Yes
Park East Kosher,1 review,Indian,“open until late. food: average minus”,No,Yes
Lezzet Mediterranean Turkish Restaurant,17,"American, Bar",“We had a party of four and ordered three entrees to share and one vegetarian...”,No,Yes
The London Irish pub,1 review,Uzbek,“Хорошая узбекская кухня...”,No,Yes
Susi Katsuei,1 review,"American, Mediterranean",“Best Chinese Ever”,No,Yes
Just Salad,1 review,Chinese,“Quite possibly the best Pizza I ever ate!”,No,No
Hudson Bar Room,6,"American, Pizza",“The lobster bisque was velvety and luscious.”,No,No
Pita Grill,10,American,No,No,No
Saar Indian Bistro,98,"Asian, Korean",No,No,No
3D’s Castle Restaurant,1 review,Mexican,No,No,No
Jack and Fanny's,1 review,Indian,No,No,No
Palmyra,2,"Steakhouse, Bar",No,No,No
Smartwich,1 review,Italian,No,No,No
U Like,2,Indian,No,No,No
The Marshal,323,"Japanese, Asian",No,No,No
The West Coffeehouse & Bar,1 review,American,No,No,No
Bon Chon,1 review,American,No,No,No
Pink Taco,1 review,American,No,No,No
Shake Shack 630 Lexington Ave - 54th & Lex,1 review,American,No,No,No
Tagmo,1 review,American,No,No,No
Sea Fire Grill,"1,137",American,No,No,No
Serafina,1 review,American,No,No,No
Indo Pak Halal Restaurant,1 review,American,No,No,No
River food market,1 review,American,No,No,No
Quatorze,1 review,American,No,No,No
Zurutto Ramen,1 review,American,No,No,No
Brickyard craft kitchen & beer,No,American,No,No,No
Perfect Picnic,49,"Italian, American",“Perfect Picnic did a wonderful job...”,Dumplings,Yes
Osteria Accademia,1 review,Chinese,“Good Chinese”,ribeye,Yes
New City Chinese Food Takeout,3,"Chinese, Asian",“I savored Crystal Shrimp Dumplings with delicate translucent skin that melted...”,seafood paella,Yes
Emperor Dumpling,1 review,"Asian, Korean",“Excellent”,French Onion Soup,Yes
Little Kirin,1 review,"Asian, Chinese","“I had a ribeye steak which was excellent quality meat, beautifully cooked and...”",Steak,Yes
Chopt Creative Salad Co,1 review,"French, European","“Great sushi, a little hard to find”",No,Yes
Little Alley,44,Pizza,“Esta bien”,No,Yes
Brasserie Fouquet's New York,1 review,French,“Wonderful take out food. Many varieties”,No,Yes
Pie Pie Pizza,2,Chinese,“We took the combined poultry and seafood paella and started with some appetiz...”,No,Yes
Steak Frites,1 review,"Seafood, Soups",“Inexpensive eats!”,No,Yes
Good Taste Chinese Food,1 review,Deli,"“We had French Onion Soup, which was delicious.”",No,Yes
Corporate Chef Cafe & Catering,1 review,"American, Spanish",“Great local gem for breakfast”,No,Yes
Benjamin Steakhouse,"2,490","American, Fast Food","“Falafel, shawarma, stuffed grape...”",No,Yes
Sushi Fussion,2,"Seafood, Mediterranean",“Great spot in Chinatown!”,No,Yes
